0.1000000000000000056 0.003317355 0.003007989 0.004371414 0.0878138 0.09475262 0.08522464 
0.2000000000000000111 0.002349419 0.002166585 0.003099675 0.06140987 0.06720566 0.0611102 
0.3000000000000000444 0.001911732 0.001744627 0.002511434 0.05062635 0.05521851 0.04945931 
0.4000000000000000222 0.001659095 0.001495502 0.002193248 0.04273827 0.0478293 0.04294679 
0.5 0.001475539 0.001335194 0.001955724 0.03894622 0.04251001 0.03842751 
0.6000000000000000888 0.001354847 0.001203568 0.001801573 0.03489593 0.03915334 0.03558293 
0.7000000000000000666 0.001249882 0.001118349 0.001670398 0.03239176 0.03578744 0.03272144 
0.8000000000000000444 0.001185522 0.001054616 0.001535121 0.02991514 0.03467726 0.03051032 
0.9000000000000000222 0.001109724 0.00100289 0.001445951 0.02913792 0.03264399 0.02844267 
1 0.001059008 0.00093741 0.001388683 0.02717595 0.03023271 0.02682803 
1.100000000000000089 0.0009816302 0.0008977868 0.001307457 0.02622804 0.02930915 0.02602723 
1.200000000000000178 0.0009550279 0.0008594424 0.00124209 0.02435146 0.02839156 0.0246887 
1.300000000000000044 0.000947074 0.0008369228 0.00120056 0.02344216 0.02758329 0.02377099 
1.400000000000000133 0.0008776078 0.0008117063 0.001131556 0.02270846 0.02572414 0.02298726 
1.5 0.0008537997 0.000767054 0.001098666 0.02200872 0.02490619 0.02255812 
1.600000000000000089 0.0008390104 0.0007628857 0.001084622 0.02107403 0.02428866 0.02127693 
1.700000000000000178 0.0007893583 0.0007288804 0.001064909 0.0206032 0.02368003 0.02025563 
1.800000000000000044 0.0007846089 0.0007240732 0.001006265 0.0199597 0.02286663 0.01952588 
1.900000000000000133 0.000770351 0.0006689863 0.001016148 0.01964776 0.0222497 0.01916086 
2 0.0007505147 0.0006656513 0.0009566523 0.01907489 0.02163312 0.01913297 
2.100000000000000089 0.0007517817 0.0006551017 0.0009863107 0.01823398 0.02110698 0.0180982 
2.200000000000000178 0.0006944425 0.0006394183 0.000926027 0.01874763 0.02167176 0.01803617 
2.300000000000000266 0.0007043173 0.000633607 0.0009010943 0.01765471 0.02073313 0.01725262 
2.400000000000000355 0.0006805982 0.0006195942 0.0008804676 0.01747675 0.02014689 0.01718555 
2.5 0.0006704122 0.0006054268 0.0008718032 0.01724171 0.01980565 0.01685416 
2.600000000000000089 0.0006612628 0.0006019845 0.0008364103 0.01677251 0.01919993 0.01699784 
2.700000000000000178 0.0006524892 0.0005806087 0.0008132271 0.01635488 0.01905334 0.01644927 
2.800000000000000266 0.0006465392 0.0005670629 0.0008137834 0.01644268 0.01835875 0.01553356 
2.900000000000000355 0.0006222953 0.0005224164 0.0008016048 0.01640715 0.01779799 0.01552336 
3 0.0006241173 0.000524703 0.0007900354 0.01593177 0.01808267 0.01521303 
3.100000000000000089 0.0006018242 0.0005510808 0.0007706206 0.01540662 0.01798466 0.01516619 
3.200000000000000178 0.0006033802 0.0005340042 0.000757558 0.0150561 0.01742065 0.01484422 
3.300000000000000266 0.0005868628 0.0005212268 0.0007649493 0.01514551 0.01823085 0.01491462 
3.400000000000000355 0.0005462433 0.0005016647 0.0007436552 0.0148089 0.01721702 0.0143511 
3.5 0.00056743 0.0005216893 0.0007137405 0.0146734 0.01686421 0.01443857 
3.600000000000000089 0.0005369995 0.0004970907 0.0007028554 0.01429732 0.01667566 0.01418905 
3.700000000000000178 0.0005349478 0.0004927827 0.0007372269 0.01358262 0.01652231 0.01384515 
3.800000000000000266 0.0005469332 0.0004866945 0.000724764 0.01382449 0.01648675 0.01376951 
3.900000000000000355 0.0005372093 0.0004971392 0.0006765937 0.01410803 0.01674812 0.01388593 
4 0.0004945733 0.0004887051 0.0006922352 0.01343795 0.01614345 0.01315663 
4.100000000000000533 0.0005183112 0.0004420175 0.0006882949 0.0136158 0.01545986 0.01342115 
4.200000000000000178 0.0005205711 0.0004741817 0.0006821402 0.01353711 0.01578642 0.01330816 
4.299999999999999822 0.0005071098 0.000474127 0.0006476001 0.01348623 0.01570547 0.01308168 
4.400000000000000355 0.0004955845 0.0004496016 0.0006374432 0.01351516 0.01531549 0.01302468 
4.5 0.0004880789 0.000455205 0.0006230728 0.01279602 0.01546873 0.012801 
4.600000000000000533 0.0005135853 0.0004293651 0.0006230708 0.01281656 0.014956 0.01260004 
4.700000000000000178 0.0004863334 0.0004309072 0.0006451445 0.01245626 0.01457536 0.01230334 
4.800000000000000711 0.0004766093 0.0004364248 0.0006041614 0.01272609 0.01476063 0.01267451 
4.900000000000000355 0.0004481407 0.0004087321 0.0006494815 0.012873 0.01425931 0.01249778 
5 0.0004476318 0.0004228334 0.0006075017 0.01220697 0.01455552 0.01227139 
5.100000000000000533 0.0004509788 0.0003876026 0.0006032232 0.01250802 0.01465729 0.01250215 
5.200000000000000178 0.0004321938 0.0004110621 0.0005936678 0.01194713 0.014779 0.01210156 
5.300000000000000711 0.0004551432 0.0003949855 0.0006033114 0.01185258 0.01406184 0.01152786 
5.400000000000000355 0.0004458367 0.0003883618 0.0005761895 0.01221526 0.01386623 0.01216649 
5.5 0.0004531603 0.0004002657 0.0005773116 0.01268557 0.01419269 0.01183817 
5.600000000000000533 0.0004263338 0.0003810894 0.000536104 0.01194463 0.01399802 0.01154613 
